#,,,,"generated_by='OpenQuake engine 3.15.0-git6830da70dc', start_date='2022-06-20T16:51:43', checksum=179802014, investigation_time=50.0, mag_bin_edges=[4.0, 5.0, 6.0, 7.0, 8.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0], lon_bin_edges=[10.649030690311356, 10.921360613610094, 11.193690536908832, 11.46602046020757, 11.738350383506306, 12.010680306805044, 12.283010230103782, 12.555340153402518, 12.827670076701256, 13.099999999999994, 13.372329923298732, 13.64465984659747, 13.916989769896206, 14.189319693194944, 14.461649616493682, 14.733979539792418, 15.006309463091156, 15.278639386389894, 15.550969309688632], lat_bin_edges=[40.99136, 41.19120888888889, 41.391057777777775, 41.59090666666667, 41.790755555555556, 41.99060444444444, 42.19045333333333, 42.390302222222225, 42.59015111111111, 42.79, 42.989848888888886, 43.18969777777778, 43.38954666666667, 43.589395555555555, 43.78924444444444, 43.98909333333334, 44.188942222222224, 44.38879111111111, 44.58864], eps_bin_edges=[-3.0, -1.0, 1.0, 3.0], tectonic_region_types=['Shallow Default'], rlz_ids=[12], weights=[1.0], lon=13.099999999999994, lat=42.79"
imt,poe,mag,dist,rlz12
PGA,0.1,5.50000E+00,2.50000E+01,3.63545E-04
PGA,0.1,5.50000E+00,3.50000E+01,1.03050E-06
PGA,0.1,5.50000E+00,4.50000E+01,0.00000E+00
PGA,0.1,5.50000E+00,5.50000E+01,0.00000E+00
PGA,0.1,5.50000E+00,6.50000E+01,0.00000E+00
PGA,0.1,5.50000E+00,7.50000E+01,0.00000E+00
PGA,0.1,5.50000E+00,8.50000E+01,0.00000E+00
PGA,0.1,5.50000E+00,9.50000E+01,0.00000E+00
PGA,0.1,5.50000E+00,1.05000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.15000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.25000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.35000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.45000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.55000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.65000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.75000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.85000E+02,0.00000E+00
PGA,0.1,5.50000E+00,1.95000E+02,0.00000E+00
PGA,0.1,6.50000E+00,5.00000E+00,1.48207E-02
PGA,0.1,6.50000E+00,1.50000E+01,6.01489E-03
PGA,0.1,6.50000E+00,2.50000E+01,4.47182E-04
PGA,0.1,6.50000E+00,3.50000E+01,7.37824E-06
PGA,0.1,6.50000E+00,4.50000E+01,3.51158E-09
PGA,0.1,6.50000E+00,5.50000E+01,0.00000E+00
PGA,0.1,6.50000E+00,6.50000E+01,0.00000E+00
PGA,0.1,6.50000E+00,7.50000E+01,0.00000E+00
PGA,0.1,6.50000E+00,8.50000E+01,0.00000E+00
PGA,0.1,6.50000E+00,9.50000E+01,0.00000E+00
PGA,0.1,6.50000E+00,1.05000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.15000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.25000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.35000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.45000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.55000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.65000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.75000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.85000E+02,0.00000E+00
PGA,0.1,6.50000E+00,1.95000E+02,0.00000E+00
PGA,0.1,7.50000E+00,5.00000E+00,1.81942E-03
PGA,0.1,7.50000E+00,1.50000E+01,9.10880E-04
PGA,0.1,7.50000E+00,2.50000E+01,1.37672E-04
PGA,0.1,7.50000E+00,3.50000E+01,1.05419E-05
PGA,0.1,7.50000E+00,4.50000E+01,1.42570E-07
PGA,0.1,7.50000E+00,5.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,6.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,7.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,8.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,9.50000E+01,0.00000E+00
PGA,0.1,7.50000E+00,1.05000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.15000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.25000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.35000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.45000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.55000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.65000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.75000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.85000E+02,0.00000E+00
PGA,0.1,7.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,4.50000E+00,5.00000E+00,9.53121E-03
PGA,0.05,4.50000E+00,1.50000E+01,1.18812E-04
PGA,0.05,4.50000E+00,2.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,3.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,4.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,5.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,6.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,4.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,4.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,5.50000E+00,5.00000E+00,2.42537E-02
PGA,0.05,5.50000E+00,1.50000E+01,4.51225E-03
PGA,0.05,5.50000E+00,2.50000E+01,2.70511E-05
PGA,0.05,5.50000E+00,3.50000E+01,8.11932E-08
PGA,0.05,5.50000E+00,4.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,5.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,6.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,5.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,5.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,6.50000E+00,5.00000E+00,8.79375E-03
PGA,0.05,6.50000E+00,1.50000E+01,2.44835E-03
PGA,0.05,6.50000E+00,2.50000E+01,6.37047E-05
PGA,0.05,6.50000E+00,3.50000E+01,1.28930E-07
PGA,0.05,6.50000E+00,4.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,5.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,6.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,6.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,6.50000E+00,1.95000E+02,0.00000E+00
PGA,0.05,7.50000E+00,5.00000E+00,1.04902E-03
PGA,0.05,7.50000E+00,1.50000E+01,4.45943E-04
PGA,0.05,7.50000E+00,2.50000E+01,3.69630E-05
PGA,0.05,7.50000E+00,3.50000E+01,3.94750E-07
PGA,0.05,7.50000E+00,4.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,5.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,6.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,7.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,8.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,9.50000E+01,0.00000E+00
PGA,0.05,7.50000E+00,1.05000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.15000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.25000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.35000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.45000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.55000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.65000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.75000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.85000E+02,0.00000E+00
PGA,0.05,7.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,5.00000E+00,9.90894E-02
SA(0.1),0.1,4.50000E+00,1.50000E+01,3.46254E-02
SA(0.1),0.1,4.50000E+00,2.50000E+01,1.39695E-04
SA(0.1),0.1,4.50000E+00,3.50000E+01,3.63931E-07
SA(0.1),0.1,4.50000E+00,4.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,5.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,4.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,5.00000E+00,1.01078E-01
SA(0.1),0.1,5.50000E+00,1.50000E+01,7.82210E-02
SA(0.1),0.1,5.50000E+00,2.50000E+01,9.30898E-03
SA(0.1),0.1,5.50000E+00,3.50000E+01,7.35171E-04
SA(0.1),0.1,5.50000E+00,4.50000E+01,6.83739E-06
SA(0.1),0.1,5.50000E+00,5.50000E+01,1.28001E-11
SA(0.1),0.1,5.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,5.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,5.00000E+00,2.70701E-02
SA(0.1),0.1,6.50000E+00,1.50000E+01,2.10897E-02
SA(0.1),0.1,6.50000E+00,2.50000E+01,4.92890E-03
SA(0.1),0.1,6.50000E+00,3.50000E+01,8.65688E-04
SA(0.1),0.1,6.50000E+00,4.50000E+01,6.60474E-05
SA(0.1),0.1,6.50000E+00,5.50000E+01,9.39376E-07
SA(0.1),0.1,6.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.1,6.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.1,6.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.1,6.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,6.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,5.00000E+00,3.27371E-03
SA(0.1),0.1,7.50000E+00,1.50000E+01,2.24972E-03
SA(0.1),0.1,7.50000E+00,2.50000E+01,6.95229E-04
SA(0.1),0.1,7.50000E+00,3.50000E+01,1.53170E-04
SA(0.1),0.1,7.50000E+00,4.50000E+01,3.71960E-05
SA(0.1),0.1,7.50000E+00,5.50000E+01,5.54919E-06
SA(0.1),0.1,7.50000E+00,6.50000E+01,4.90100E-08
SA(0.1),0.1,7.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.1,7.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,5.00000E+00,9.90894E-02
SA(0.1),0.05,4.50000E+00,1.50000E+01,3.46254E-02
SA(0.1),0.05,4.50000E+00,2.50000E+01,1.39695E-04
SA(0.1),0.05,4.50000E+00,3.50000E+01,3.63931E-07
SA(0.1),0.05,4.50000E+00,4.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,5.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,4.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,5.00000E+00,1.01078E-01
SA(0.1),0.05,5.50000E+00,1.50000E+01,7.82210E-02
SA(0.1),0.05,5.50000E+00,2.50000E+01,9.30898E-03
SA(0.1),0.05,5.50000E+00,3.50000E+01,7.35171E-04
SA(0.1),0.05,5.50000E+00,4.50000E+01,6.83739E-06
SA(0.1),0.05,5.50000E+00,5.50000E+01,1.28001E-11
SA(0.1),0.05,5.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,5.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,5.00000E+00,2.70701E-02
SA(0.1),0.05,6.50000E+00,1.50000E+01,2.10897E-02
SA(0.1),0.05,6.50000E+00,2.50000E+01,4.92890E-03
SA(0.1),0.05,6.50000E+00,3.50000E+01,8.65688E-04
SA(0.1),0.05,6.50000E+00,4.50000E+01,6.60474E-05
SA(0.1),0.05,6.50000E+00,5.50000E+01,9.39376E-07
SA(0.1),0.05,6.50000E+00,6.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,6.50000E+00,1.95000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,5.00000E+00,3.27371E-03
SA(0.1),0.05,7.50000E+00,1.50000E+01,2.24972E-03
SA(0.1),0.05,7.50000E+00,2.50000E+01,6.95229E-04
SA(0.1),0.05,7.50000E+00,3.50000E+01,1.53170E-04
SA(0.1),0.05,7.50000E+00,4.50000E+01,3.71960E-05
SA(0.1),0.05,7.50000E+00,5.50000E+01,5.54919E-06
SA(0.1),0.05,7.50000E+00,6.50000E+01,4.90100E-08
SA(0.1),0.05,7.50000E+00,7.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,8.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,9.50000E+01,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.05000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.15000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.25000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.35000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.45000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.55000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.65000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.75000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.85000E+02,0.00000E+00
SA(0.1),0.05,7.50000E+00,1.95000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,5.00000E+00,2.67469E-02
SA(0.2),0.1,4.50000E+00,1.50000E+01,4.19360E-03
SA(0.2),0.1,4.50000E+00,2.50000E+01,2.71525E-06
SA(0.2),0.1,4.50000E+00,3.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,4.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,5.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,6.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,7.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,8.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,9.50000E+01,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.05000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.15000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.25000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.35000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.45000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.55000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.65000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.75000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.85000E+02,0.00000E+00
SA(0.2),0.1,4.50000E+00,1.95000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,5.00000E+00,5.72294E-02
SA(0.2),0.1,5.50000E+00,1.50000E+01,3.16644E-02
SA(0.2),0.1,5.50000E+00,2.50000E+01,2.80131E-03
SA(0.2),0.1,5.50000E+00,3.50000E+01,1.09616E-04
SA(0.2),0.1,5.50000E+00,4.50000E+01,1.69519E-07
SA(0.2),0.1,5.50000E+00,5.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,6.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,7.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,8.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,9.50000E+01,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.05000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.15000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.25000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.35000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.45000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.55000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.65000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.75000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.85000E+02,0.00000E+00
SA(0.2),0.1,5.50000E+00,1.95000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,5.00000E+00,2.15574E-02
SA(0.2),0.1,6.50000E+00,1.50000E+01,1.33936E-02
SA(0.2),0.1,6.50000E+00,2.50000E+01,2.34715E-03
SA(0.2),0.1,6.50000E+00,3.50000E+01,2.58455E-04
SA(0.2),0.1,6.50000E+00,4.50000E+01,6.37027E-06
SA(0.2),0.1,6.50000E+00,5.50000E+01,1.22587E-09
SA(0.2),0.1,6.50000E+00,6.50000E+01,0.00000E+00
SA(0.2),0.1,6.50000E+00,7.50000E+01,0.00000E+00
SA(0.2),0.1,6.50000E+00,8.50000E+01,0.00000E+00
SA(0.2),0.1,6.50000E+00,9.50000E+01,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.05000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.15000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.25000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.35000E+02,0.00000E+00
SA(0.2),0.1,6.50000E+00,1.45000E+02,0.00000E+00
